Station,prDM,Unnamed: 0.1,Unnamed: 0,latitude,longitude,timeJ,t090C,T0,c0S/m,C0,p,sbeox0V,oxy0,dz/dtM,flECO-AFL,upoly0,sal00,sbox0Mm/Kg,depSM,flag,Year,Fluorescence,sbeox0ML/L,density00,svCM,scan,t190C,T1,c1S/m,C1,sbeox1V,oxy1,xmiss,potemp090C,sbeox0PS
ST_10_tue,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST_10_tue,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST_10_tue,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST_10_tue,0.30000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST_10_tue,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST_10_tue,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST_10_tue,0.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST_10_tue,0.7000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST_10_tue,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST_10_tue,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST_10_tue,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST_10_tue,1.1,97934.2105263158,97934.2105263158,,,,15.067847368421054,15.067847368421054,2.9259318421052636,2.9259318421052636,1.1,2.868842105263157,2.868842105263157,,0.005573684210526313,0.19119224736842103,,,,0.0,2021.0,0.005573684210526313,,,,2289.2105263157973,15.062036842105265,15.062036842105265,2.9353562368421056,2.9353562368421056,2.798331578947368,2.798331578947368,,,
ST_10_tue,1.2000000000000002,99187.05000000002,99187.05000000002,,,,15.237593333333335,15.237593333333335,2.965430533333334,2.965430533333334,1.2000000000000002,2.768178333333332,2.768178333333332,,0.005144999999999995,0.18932475999999995,,,,0.0,2021.0,0.005144999999999995,,,,3542.0500000000147,15.235148333333337,15.235148333333337,2.9669660333333336,2.9669660333333336,2.7238783333333325,2.7238783333333325,,,
ST_10_tue,1.3,98512.06666666667,98512.06666666667,,,,15.2667,15.2667,2.9769972666666664,2.9769972666666664,1.3,2.73536,2.73536,,0.005059999999999999,0.18015098,,,,0.0,2021.0,0.005059999999999999,,,,2867.0666666666666,15.229873333333334,15.229873333333334,2.9709345333333332,2.9709345333333332,2.6603133333333333,2.6603133333333333,,,
ST_10_tue,1.4000000000000001,97237.55555555556,97237.55555555556,,,,15.070766666666664,15.070766666666664,2.8471666666666673,2.8471666666666673,1.4000000000000001,2.244066666666671,2.244066666666671,,0.0049,0.19437970000000054,,,,0.0,2021.0,0.0049,,,,1592.5555555555518,14.982077777777784,14.982077777777784,2.8568084444444453,2.8568084444444453,2.119388888888892,2.119388888888892,,,
ST_10_tue,1.5,97049.22222222222,97049.22222222222,,,,15.025544444444444,15.025544444444444,2.863892888888889,2.863892888888889,1.5,2.528277777777776,2.528277777777776,,0.005033333333333335,0.20279103333333334,,,,0.0,2021.0,0.005033333333333335,,,,1404.2222222222233,15.041777777777778,15.041777777777778,2.8750438888888885,2.8750438888888885,2.312433333333332,2.312433333333332,,,
ST_10_tue,1.6,98153.8,98153.8,,,,15.123826666666668,15.123826666666668,2.9285897,2.9285897,1.6,2.8542133333333335,2.8542133333333335,,0.005326666666666666,0.19346802,,,,0.0,2021.0,0.005326666666666666,,,,2508.7999999999997,15.126043333333334,15.126043333333334,2.9330149000000003,2.9330149000000003,2.7584266666666664,2.7584266666666664,,,
ST_10_tue,1.7000000000000002,97361.30666666666,97361.30666666666,,,,15.009461333333332,15.009461333333332,2.858789026666666,2.858789026666666,1.7000000000000002,2.1887213333333313,2.1887213333333313,,0.005464000000000004,0.19420387600000008,,,,0.0,2021.0,0.005464000000000004,,,,1716.3066666666616,15.057347999999998,15.057347999999998,2.876476226666666,2.876476226666666,2.096231999999998,2.096231999999998,,,
ST_10_tue,1.8,98811.19298245614,98811.19298245614,,,,15.292682456140351,15.292682456140351,2.9812388157894736,2.9812388157894736,1.8,2.6762745614035093,2.6762745614035093,,0.005094736842105265,0.18004473157894738,,,,0.0,2021.0,0.005094736842105265,,,,3166.1929824561425,15.286610526315789,15.286610526315789,2.9821731842105264,2.9821731842105264,2.6058368421052633,2.6058368421052633,,,
ST_10_tue,1.9000000000000001,99266.80000000002,99266.80000000002,,,,15.288245,15.288245,2.97439165,2.97439165,1.9000000000000001,2.7433050000000017,2.7433050000000017,,0.0052500000000000055,0.18917824000000016,,,,0.0,2021.0,0.0052500000000000055,,,,3621.8000000000106,15.287115000000002,15.287115000000002,2.9749149999999998,2.9749149999999998,2.6940700000000017,2.6940700000000017,,,
ST_10_tue,2.0,99368.0,99368.0,,,,15.2854,15.2854,2.972547,2.972547,2.0,2.757,2.757,,0.0053,0.1909609,,,,0.0,2021.0,0.0053,,,,3723.0,15.2855,15.2855,2.973661,2.973661,2.7106,2.7106,,,
ST_10_tue,2.1,97824.63636363637,97824.63636363637,,,,15.153918181818183,15.153918181818183,2.917303363636364,2.917303363636364,2.1,2.3495272727272742,2.3495272727272742,,0.004981818181818179,0.1830576999999999,,,,0.0,2021.0,0.004981818181818179,,,,2179.6363636363676,15.237054545454546,15.237054545454546,2.945145363636364,2.945145363636364,2.291018181818184,2.291018181818184,,,
