"Station","depSM","index","Unnamed: 0.1","Unnamed: 0","latitude","longitude","timeJ","t090C","T0","c0S/m","C0","prDM","p","sbeox0V","oxy0","dz/dtM","flECO-AFL","upoly0","sal00","sbox0Mm/Kg","flag","Year","Fluorescence","sbeox0ML/L","density00","svCM","scan","t190C","T1","c1S/m","C1","sbeox1V","oxy1","xmiss","potemp090C","sbeox0PS","STATION"
"ST_1",22,42,42,42,58.33296,11.87182,39.359466,8.4028,8.4028,3.365105,3.365105,22.208,22.208,0.571,0.571,0.421,3.42327724502483,2.0410556,31.883,7.096,0,2019,0.034883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",22.5,43,43,43,58.33296,11.87182,39.35948,8.4564,8.4564,3.373196,3.373196,22.712,22.712,0.5641,0.5641,0.409,3.34408151252662,2.0222821,31.9192,6.624,0,2019,0.034076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",23,44,44,44,58.33296,11.87184,39.359493,8.496,8.496,3.379056,3.379056,23.217,23.217,0.5591,0.5591,0.435,3.17617085787428,1.9583775,31.9446,6.348,0,2019,0.032365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",23.5,45,45,45,58.33296,11.87184,39.359504,8.5225,8.5225,3.382902,3.382902,23.722,23.722,0.5551,0.5551,0.478,3.12425692665798,1.9852356,31.9608,6.019,0,2019,0.031836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",24,46,46,46,58.33296,11.87184,39.359515,8.5432,8.5432,3.386005,3.386005,24.227,24.227,0.5516,0.5516,0.514,2.96301951836237,1.9032982,31.9743,5.623,0,2019,0.0301929999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",24.5,47,47,47,58.33296,11.87184,39.359527,8.5752,8.5752,3.390701,3.390701,24.731,24.731,0.549,0.549,0.529,2.74133034895288,1.8142706,31.9943,5.47,0,2019,0.027934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",25,48,48,48,58.33296,11.87186,39.359539,8.6034,8.6034,3.394812,3.394812,25.236,25.236,0.5466,0.5466,0.503,2.36281989016033,1.6834556,32.0116,5.333,0,2019,0.024077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",25.5,49,49,49,58.33296,11.87186,39.359551,8.6178,8.6178,3.397317,3.397317,25.741,25.741,0.5441,0.5441,0.471,2.11247501580725,1.5932681,32.0245,5.092,0,2019,0.021526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",26,50,50,50,58.33296,11.87186,39.359565,8.6434,8.6434,3.401227,3.401227,26.245,26.245,0.542,0.542,0.446,1.94584012884076,1.5372777,32.0419,4.836,0,2019,0.019828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",26.5,51,51,51,58.33296,11.87186,39.359577,8.6811,8.6811,3.406714,3.406714,26.75,26.75,0.5401,0.5401,0.453,1.66919481296412,1.4834582,32.0649,4.661,0,2019,0.017009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",27,52,52,52,58.33296,11.87186,39.359589,8.7121,8.7121,3.411432,3.411432,27.255,27.255,0.5389,0.5389,0.478,1.37586638119566,1.418166,32.0858,4.564,0,2019,0.01402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",27.5,53,53,53,58.33296,11.87186,39.3596,8.7407,8.7407,3.416266,3.416266,27.76,27.76,0.5371,0.5371,0.513,1.13003576173095,1.3852633,32.1101,4.283,0,2019,0.011515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",28,54,54,54,58.33296,11.87186,39.359611,8.7735,8.7735,3.421746,3.421746,28.265,28.265,0.5361,0.5361,0.525,0.99225285165972,1.4040237,32.1372,4.194,0,2019,0.010111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",28.5,55,55,55,58.33296,11.87186,39.359623,8.7953,8.7953,3.425047,3.425047,28.769,28.769,0.5347,0.5347,0.503,0.824636604934885,1.4030155,32.1517,3.995,0,2019,0.008403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",29,56,56,56,58.33296,11.87186,39.359636,8.8172,8.8172,3.428755,3.428755,29.274,29.274,0.5338,0.5338,0.468,0.739356441934955,1.4258487,32.1702,3.987,0,2019,0.007534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",29.5,57,57,57,58.33296,11.87187,39.35965,8.8225,8.8225,3.430643,3.430643,29.779,29.779,0.533,0.533,0.436,0.682535711926946,1.3506146,32.1849,3.949,0,2019,0.006955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",30,58,58,58,58.33296,11.87188,39.359663,8.8314,8.8314,3.432413,3.432413,30.283,30.283,0.5322,0.5322,0.426,0.712663456508049,1.2420206,32.195,3.811,0,2019,0.0072619999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",30.5,59,59,59,58.33296,11.87188,39.359675,8.8381,8.8381,3.433808,3.433808,30.789,30.789,0.5313,0.5313,0.461,0.682535711926946,1.2116058,32.2032,3.727,0,2019,0.006955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",31,60,60,60,58.33296,11.87188,39.359687,8.8454,8.8454,3.4353,3.4353,31.293,31.293,0.5303,0.5303,0.497,0.694213893051217,1.1926634,32.2119,3.505,0,2019,0.007074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",31.5,61,61,61,58.33296,11.87188,39.359698,8.8604,8.8604,3.438118,3.438118,31.798,31.798,0.5298,0.5298,0.515,0.683124527781951,1.171539,32.2273,3.427,0,2019,0.006961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",32,62,62,62,58.33296,11.87188,39.35971,8.8723,8.8723,3.440508,3.440508,32.303,32.303,0.5295,0.5295,0.512,0.631799412420658,1.1486683,32.2411,3.564,0,2019,0.006438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",32.5,63,63,63,58.33296,11.87188,39.359723,8.8843,8.8843,3.442764,3.442764,32.807,32.807,0.5287,0.5287,0.461,0.611190857495474,1.1001192,32.2535,3.382,0,2019,0.006228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",33,64,64,64,58.33296,11.87188,39.35974,8.8924,8.8924,3.444756,3.444756,33.312,33.312,0.5284,0.5284,0.365,0.603634387356239,1.0185987,32.2666,3.417,0,2019,0.006151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",33.5,65,65,65,58.33296,11.87188,39.359759,8.8986,8.8986,3.445997,3.445997,33.817,33.817,0.5277,0.5277,0.309,0.585577367802744,0.9608804,32.2736,3.285,0,2019,0.005967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",34,66,66,66,58.33296,11.8719,39.359773,8.9028,8.9028,3.446943,3.446943,34.322,34.322,0.5274,0.5274,0.37,0.600690308081213,0.9445053,32.2795,3.219,0,2019,0.006121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",34.5,67,67,67,58.33296,11.8719,39.359784,8.9133,8.9133,3.4489,3.4489,34.827,34.827,0.5274,0.5274,0.482,0.599512676371203,0.9313554,32.29,3.343,0,2019,0.006109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",35,68,68,68,58.33296,11.8719,39.359796,8.9175,8.9175,3.450077,3.450077,35.331,35.331,0.5269,0.5269,0.503,0.572230875089291,0.8901864,32.2982,3.234,0,2019,0.0058309999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",35.5,69,69,69,58.33296,11.8719,39.359808,8.9198,8.9198,3.450665,3.450665,35.836,35.836,0.5266,0.5266,0.477,0.591956206231968,0.8899915,32.302,3.099,0,2019,0.0060319999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",36,70,70,70,58.33296,11.8719,39.359821,8.9218,8.9218,3.451202,3.451202,36.341,36.341,0.5265,0.5265,0.47,0.5992182684437,0.9191115,32.3055,3.18,0,2019,0.006106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",36.5,71,71,71,58.33296,11.8719,39.359834,8.922,8.922,3.451586,3.451586,36.846,36.846,0.526,0.526,0.453,0.587932631222765,0.8815722,32.3091,3.023,0,2019,0.005991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",37,72,72,72,58.33296,11.8719,39.359847,8.9234,8.9234,3.452015,3.452015,37.35,37.35,0.5259,0.5259,0.455,0.586951271464423,0.873483,32.3121,3.109,0,2019,0.0059809999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",37.5,73,73,73,58.33297,11.8719,39.359858,8.9268,8.9268,3.452674,3.452674,37.855,37.855,0.5255,0.5255,0.481,0.578904121446018,0.8490812,32.3156,2.99,0,2019,0.005899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",38,74,74,74,58.33298,11.8719,39.35987,8.9295,8.9295,3.453294,3.453294,38.36,38.36,0.525,0.525,0.506,0.611190857495474,0.8463105,32.3194,2.902,0,2019,0.006228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",38.5,75,75,75,58.33298,11.8719,39.359881,8.9314,8.9314,3.453872,3.453872,38.865,38.865,0.5249,0.5249,0.515,0.588619583053605,0.864464,32.3234,2.906,0,2019,0.005998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",39,76,76,76,58.33298,11.8719,39.359893,8.9327,8.9327,3.454404,3.454404,39.369,39.369,0.5249,0.5249,0.494,0.600494036129545,0.836879,32.3275,2.991,0,2019,0.006119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",39.5,77,77,77,58.33298,11.87191,39.359907,8.9337,8.9337,3.454795,3.454795,39.874,39.874,0.5249,0.5249,0.445,0.606774738582934,0.8330428,32.3305,3.016,0,2019,0.0061829999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",40,78,78,78,58.33298,11.87192,39.359926,8.9333,8.9333,3.455019,3.455019,40.379,40.379,0.5246,0.5246,0.329,0.616097656287184,0.813932,32.3329,2.906,0,2019,0.006278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",40.5,79,79,79,58.33298,11.87192,39.359946,8.931,8.931,3.455016,3.455016,40.884,40.884,0.5244,0.5244,0.278,0.616588336166355,0.7924639,32.3347,2.904,0,2019,0.0062829999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",41,80,80,80,58.33298,11.87192,39.359963,8.9292,8.9292,3.45503,3.45503,41.389,41.389,0.5241,0.5241,0.335,0.624929894112264,0.7974418,32.3364,2.867,0,2019,0.006368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",41.5,81,81,81,58.33298,11.87192,39.359979,8.9277,8.9277,3.455021,3.455021,41.894,41.894,0.5239,0.5239,0.362,0.637000619139872,0.7933689,32.3374,2.761,0,2019,0.006491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",42,82,82,82,58.33298,11.87192,39.359997,8.9249,8.9249,3.454933,3.454933,42.398,42.398,0.5238,0.5238,0.338,0.632290092299829,0.8015255,32.3388,2.832,0,2019,0.006443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",42.5,83,83,83,58.33298,11.87192,39.360016,8.9236,8.9236,3.454875,3.454875,42.903,42.903,0.5237,0.5237,0.302,0.635528579502358,0.801008,32.3391,2.813,0,2019,0.0064759999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",43,84,84,84,58.33298,11.87194,39.360035,8.9197,8.9197,3.454618,3.454618,43.408,43.408,0.5236,0.5236,0.317,0.632290092299829,0.7870023,32.3398,2.799,0,2019,0.006443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",43.5,85,85,85,58.33298,11.87194,39.360054,8.919,8.919,3.454617,3.454617,43.913,43.913,0.5234,0.5234,0.315,0.648089984409138,0.7866906,32.3402,2.747,0,2019,0.006604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",44,86,86,86,58.33298,11.87194,39.36008,8.9175,8.9175,3.454509,3.454509,44.418,44.418,0.5231,0.5231,0.187,0.639552154511561,0.7949151,32.3402,2.659,0,2019,0.0065169999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_2",0.5,87,87,87,58.32822,11.8559,39.386507,14.8777,14.8777,2.680972,2.680972,0.505,0.505,2.2594,2.2594,0.019,3.07255951834198,1.1043687,20.8487,244.749,0,2019,0.01813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_2"
"ST_2",1,88,88,88,58.32822,11.8559,39.386782,14.8835,14.8835,2.682786,2.682786,1.009,1.009,2.2676,2.2676,0.2,3.15170377068978,1.1431808,20.861,246.099,0,2019,0.018597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_2"
"ST_2",1.5,89,89,89,58.32822,11.8559,39.386796,14.8856,14.8856,2.689394,2.689394,1.514,1.514,2.2666,2.2666,0.226,3.08543952514804,1.1515001,20.9162,245.506,0,2019,0.018206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_2"
