"Station","depSM","index","Unnamed: 0.1","Unnamed: 0","latitude","longitude","timeJ","t090C","T0","c0S/m","C0","prDM","p","sbeox0V","oxy0","dz/dtM","flECO-AFL","upoly0","sal00","sbox0Mm/Kg","flag","Year","Fluorescence","sbeox0ML/L","density00","svCM","scan","t190C","T1","c1S/m","C1","sbeox1V","oxy1","xmiss","potemp090C","sbeox0PS","STATION"
"ST_1",1,0,0,0,58.33289,11.87168,39.358724,15.226,15.226,2.847648,2.847648,1.009,1.009,2.1382,2.1382,0.039,1.0013794974123,0.984802,22.081,224.836,0,2019,0.010204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",1.5,1,1,1,58.33294,11.8717,39.358961,15.1916,15.1916,2.83323,2.83323,1.514,1.514,2.1524,2.1524,0.325,0.984009429689646,1.01813,21.9775,234.072,0,2019,0.010027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",2,2,2,2,58.33294,11.8717,39.358962,15.1439,15.1439,2.803977,2.803977,2.019,2.019,2.159,2.159,0.331,1.04347983104518,1.0315862,21.7535,229.745,0,2019,0.0106329999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",2.5,3,3,3,58.33294,11.8717,39.358978,15.5512,15.5512,2.881293,2.881293,2.523,2.523,2.1532,2.1532,0.371,1.12503082696341,0.9978566,22.1834,223.576,0,2019,0.011464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",3,4,4,4,58.33294,11.8717,39.358992,15.6653,15.6653,2.942498,2.942498,3.028,3.028,2.1736,2.1736,0.398,0.935922801530882,0.9475181,22.6392,227.864,0,2019,0.009537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",3.5,5,5,5,58.33294,11.87171,39.359004,15.5462,15.5462,2.979377,2.979377,3.533,3.533,2.1909,2.1909,0.447,0.775568617017779,0.9758288,23.0207,234.131,0,2019,0.007903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",4,6,6,6,58.33294,11.87172,39.359016,15.698,15.698,3.018298,3.018298,4.038,4.038,2.1731,2.1731,0.506,0.695587796712896,0.9758992,23.2626,224.69,0,2019,0.007088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",4.5,7,7,7,58.33295,11.87172,39.359028,15.9605,15.9605,3.108152,3.108152,4.542,4.542,2.1407,2.1407,0.491,0.463594349840819,1.0286746,23.8696,212.11,0,2019,0.004724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",5,8,8,8,58.33296,11.87172,39.359041,15.9649,15.9649,3.179759,3.179759,5.047,5.047,2.1103,2.1103,0.46,0.287244001266739,1.0939213,24.4744,207.516,0,2019,0.002927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",5.5,9,9,9,58.33296,11.87172,39.359053,15.7888,15.7888,3.235069,3.235069,5.552,5.552,2.0338,2.0338,0.468,0.276449043924976,0.9701173,25.0562,191.405,0,2019,0.002817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",6,10,10,10,58.33296,11.87172,39.359064,15.5743,15.5743,3.267247,3.267247,6.056,6.056,1.9306,1.9306,0.511,0.260452879863999,0.9054857,25.4688,168.183,0,2019,0.002654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",6.5,11,11,11,58.33296,11.87172,39.359076,15.5245,15.5245,3.317211,3.317211,6.561,6.561,1.7961,1.7961,0.501,0.24229772433467,0.8664435,25.9322,143.863,0,2019,0.002469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",7,12,12,12,58.33296,11.87172,39.359089,15.2797,15.2797,3.335322,3.335322,7.066,7.066,1.6268,1.6268,0.462,0.284888737846718,0.8808064,26.2512,115.387,0,2019,0.002903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",7.5,13,13,13,58.33296,11.87174,39.359103,14.9386,14.9386,3.351874,3.351874,7.571,7.571,1.442,1.442,0.437,0.248774698739728,0.8654735,26.6257,87.033,0,2019,0.002535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",8,14,14,14,58.33296,11.87174,39.359117,14.7375,14.7375,3.358832,3.358832,8.075,8.075,1.2726,1.2726,0.414,0.228656823693715,0.8508683,26.8244,67.383,0,2019,0.00233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",8.5,15,15,15,58.33296,11.87174,39.359131,14.5175,14.5175,3.375441,3.375441,8.58,8.58,1.1398,1.1398,0.408,0.231797174920409,0.845382,27.1238,56.372,0,2019,0.002362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",9,16,16,16,58.33297,11.87174,39.359142,14.3903,14.3903,3.387448,3.387448,9.085,9.085,1.061,1.061,0.465,0.219530177941133,0.8557214,27.3198,51.143,0,2019,0.002237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",9.5,17,17,17,58.33298,11.87174,39.359152,14.3039,14.3039,3.398498,3.398498,9.59,9.59,1.0065,1.0065,0.544,0.206281821203514,0.8792348,27.4795,49.121,0,2019,0.002102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",10,18,18,18,58.33298,11.87174,39.359162,14.2318,14.2318,3.41038,3.41038,10.094,10.094,0.9612,0.9612,0.583,0.196958903499264,0.9012711,27.6372,46.421,0,2019,0.002007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",10.5,19,19,19,58.33298,11.87174,39.359172,14.1175,14.1175,3.419763,3.419763,10.599,10.599,0.9253,0.9253,0.593,0.18567326627833,0.9156988,27.8034,44.152,0,2019,0.001892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",11,20,20,20,58.33298,11.87174,39.359183,13.8669,13.8669,3.421399,3.421399,11.103,11.103,0.8939,0.8939,0.557,0.180766467486619,0.9345269,27.9994,43.031,0,2019,0.001842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",11.5,21,21,21,58.33298,11.87176,39.359197,13.5711,13.5711,3.428938,3.428938,11.608,11.608,0.8656,0.8656,0.457,0.172621181492379,0.927213,28.2846,42.225,0,2019,0.001759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",12,22,22,22,58.33298,11.87176,39.359212,13.6002,13.6002,3.444582,3.444582,12.113,12.113,0.8379,0.8379,0.397,0.188028529698351,0.928869,28.4059,39.604,0,2019,0.001916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",12.5,23,23,23,58.33298,11.87176,39.359226,13.5383,13.5383,3.439578,3.439578,12.618,12.618,0.8177,0.8177,0.406,0.155349249745558,0.9366116,28.4059,37.605,0,2019,0.001583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",13,24,24,24,58.33298,11.87176,39.359238,13.6107,13.6107,3.448466,3.448466,13.122,13.122,0.8101,0.8101,0.453,0.160648592440605,0.9157146,28.4333,38.725,0,2019,0.001637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",13.5,25,25,25,58.33298,11.87176,39.35925,13.696,13.696,3.462111,3.462111,13.627,13.627,0.8038,0.8038,0.499,0.179000019921603,0.9469763,28.4943,38.966,0,2019,0.001824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",14,26,26,26,58.33298,11.87178,39.359262,13.7311,13.7311,3.508894,3.508894,14.132,14.132,0.7997,0.7997,0.501,0.168303198555674,0.962521,28.8949,38.534,0,2019,0.001715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",14.5,27,27,27,58.33298,11.87178,39.359275,13.0201,13.0201,3.527654,3.527654,14.637,14.637,0.801,0.801,0.457,0.172130501613208,1.0405004,29.6142,40.349,0,2019,0.001754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",15,28,28,28,58.33298,11.87178,39.359289,12.0826,12.0826,3.476434,3.476434,15.141,15.141,0.8131,0.8131,0.417,0.179981379679945,1.1572576,29.8704,44.907,0,2019,0.001834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",15.5,29,29,29,58.33297,11.87179,39.359303,11.6912,11.6912,3.445778,3.445778,15.646,15.646,0.8223,0.8223,0.406,0.198627215088446,1.1614769,29.8904,47.937,0,2019,0.0020239999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",16,30,30,30,58.33296,11.8718,39.359316,11.211,11.211,3.403987,3.403987,16.151,16.151,0.8112,0.8112,0.441,0.214132699270251,1.1529375,29.8733,42.358,0,2019,0.002182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",16.5,31,31,31,58.33296,11.8718,39.359327,9.6906,9.6906,3.289786,3.289786,16.656,16.656,0.7972,0.7972,0.506,0.224927656612014,1.1256119,29.9915,38.529,0,2019,0.0022919999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",17,32,32,32,58.33296,11.8718,39.359337,8.592,8.592,3.249981,3.249981,17.16,17.16,0.7817,0.7817,0.554,0.418844344860418,1.1643674,30.5152,35.754,0,2019,0.004268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",17.5,33,33,33,58.33296,11.8718,39.359347,8.3019,8.3019,3.255271,3.255271,17.665,17.665,0.7585,0.7585,0.566,0.876746808102852,1.1821229,30.8218,30.747,0,2019,0.008934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",18,34,34,34,58.33296,11.8718,39.359358,8.2678,8.2678,3.275473,3.275473,18.17,18.17,0.7236,0.7236,0.553,1.55231486574557,1.2621566,31.0637,21.415,0,2019,0.015818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",18.5,35,35,35,58.33296,11.87181,39.359371,8.1913,8.1913,3.306771,3.306771,18.674,18.674,0.6857,0.6857,0.493,2.26654849786697,1.5555271,31.461,13.659,0,2019,0.023096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",19,36,36,36,58.33296,11.87182,39.359387,8.1943,8.1943,3.322143,3.322143,19.179,19.179,0.6521,0.6521,0.388,2.77028046182398,1.6377042,31.6203,12.088,0,2019,0.028229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",19.5,37,37,37,58.33296,11.87182,39.359402,8.2078,8.2078,3.327308,3.327308,19.684,19.684,0.6294,0.6294,0.377,3.07931064972591,1.7451393,31.6624,11.58,0,2019,0.0313779999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",20,38,38,38,58.33296,11.87182,39.359414,8.2253,8.2253,3.332087,3.332087,20.188,20.188,0.6139,0.6139,0.435,3.16959574749339,1.8327955,31.6968,10.694,0,2019,0.032298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",20.5,39,39,39,58.33296,11.87182,39.359427,8.2571,8.2571,3.339874,3.339874,20.693,20.693,0.6007,0.6007,0.478,3.26694663552093,1.8697283,31.7499,9.495,0,2019,0.03329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",21,40,40,40,58.33296,11.87182,39.359438,8.3063,8.3063,3.349511,3.349511,21.198,21.198,0.5898,0.5898,0.491,3.39403272422623,1.9099986,31.8068,8.444,0,2019,0.034585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
"ST_1",21.5,41,41,41,58.33296,11.87182,39.359451,8.3553,8.3553,3.357649,3.357649,21.703,21.703,0.5798,0.5798,0.471,3.49854753848967,2.0295889,31.8478,7.741,0,2019,0.03565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_1"
