"Station","prDM","Unnamed: 0.1","Unnamed: 0","latitude","longitude","timeJ","t090C","T0","c0S/m","C0","p","sbeox0V","oxy0","dz/dtM","flECO-AFL","upoly0","sal00","sbox0Mm/Kg","depSM","flag","Year","Fluorescence","sbeox0ML/L","density00","svCM","scan","t190C","T1","c1S/m","C1","sbeox1V","oxy1","xmiss","potemp090C","sbeox0PS"
"ST_1",1.1,1528.279296875,1528.279296875,58.34242,11.89534,NA,15.4722765625,15.4722765625,2.7608170859375,2.7608170859375,1.1,NA,6.162015234375,NA,1.77401041828826,NA,21.209135546875,NA,1.08903125,0,2020,0.022677498046875,6.162015234375,1015.28184980469,1492.2369921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST_1",1.2,1535.35714285714,1535.35714285714,58.34242,11.89534,NA,15.4730976190476,15.4730976190476,2.76020835714286,2.76020835714286,1.2,NA,6.17037857142857,NA,1.73800902735217,NA,21.2035142857143,NA,1.18821428571429,0,2020,0.0222172857142857,6.17037857142857,1015.27784285714,1492.23666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST_1",1.3,1541.28571428571,1541.28571428571,58.34242,11.89534,NA,15.4744004464286,15.4744004464286,2.75975695535714,2.75975695535714,1.3,NA,6.16810625,NA,1.73869072661251,NA,21.1989754464286,NA,1.28755357142857,0,2020,0.022226,6.16810625,1015.2745625,1492.23633928571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST_1",1.4,1546.27272727273,1546.27272727273,58.34242,11.89534,NA,15.4698845454545,15.4698845454545,2.75684658181818,2.75684658181818,1.4,NA,6.17048090909091,NA,1.73443940213435,NA,21.1768336363636,NA,1.387,0,2020,0.0221716545454545,6.17048090909091,1015.25892090909,1492.19781818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST_1",1.5,1551.23214285714,1551.23214285714,58.34242,11.89534,NA,15.4674464285714,15.4674464285714,2.75487641071429,2.75487641071429,1.5,NA,6.16828035714286,NA,1.73869072661251,NA,21.1614357142857,NA,1.48608928571429,0,2020,0.022226,6.16828035714286,1015.24807455357,1492.17316964286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST_1",1.6,1557.85714285714,1557.85714285714,58.34242,11.89534,NA,15.4760035714286,15.4760035714286,2.75976335714286,2.75976335714286,1.6,NA,6.15915714285714,NA,1.69403942505976,NA,21.1981071428571,NA,1.58542857142857,0,2020,0.0216552142857143,6.15915714285714,1015.27493214286,1492.24642857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST_1",1.7,1563.53571428571,1563.53571428571,58.34242,11.89534,NA,15.4894089285714,15.4894089285714,2.77048724107143,2.77048724107143,1.7,NA,6.14502321428571,NA,1.6909717783882,NA,21.28146875,NA,1.68476785714286,0,2020,0.021616,6.14502321428571,1015.33654017857,1492.38839285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST_1",1.8,1566.07142857143,1566.07142857143,58.34242,11.89534,NA,15.4954357142857,15.4954357142857,2.77473898809524,2.77473898809524,1.8,NA,6.14105357142857,NA,1.6909717783882,NA,21.3140773809524,NA,1.78354761904762,0,2020,0.021616,6.14105357142857,1015.36078928571,1492.44273809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST_1",1.9,1571.72727272727,1571.72727272727,58.34242,11.89534,NA,15.5058436363636,15.5058436363636,2.7814593,2.7814593,1.9,NA,6.12902909090909,NA,1.6909717783882,NA,21.3652027272727,NA,1.882,0,2020,0.021616,6.12902909090909,1015.39833090909,1492.53881818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST_1",2,1576.64545454545,1576.64545454545,58.34242,11.89534,NA,15.5085309090909,15.5085309090909,2.78239406363636,2.78239406363636,2,NA,6.12421272727273,NA,1.68888949701114,NA,21.3716218181818,NA,1.981,0,2020,0.0215893818181818,6.12421272727273,1015.40315818182,1492.55827272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST_1",2.1,1581,1581,58.34242,11.89534,NA,15.5074333333333,15.5074333333333,2.78217766666667,2.78217766666667,2.1,NA,6.1234,NA,1.69733430481811,NA,21.3703666666667,NA,2.08,0,2020,0.0216973333333333,6.1234,1015.40286666667,1492.55666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST_1",2.2,1585.7380952381,1585.7380952381,58.34242,11.89534,NA,15.5015273809524,15.5015273809524,2.78209126785714,2.78209126785714,2.2,NA,6.1241119047619,NA,1.70051556803306,NA,21.3728357142857,NA,2.17919642857143,0,2020,0.021738,6.1241119047619,1015.40633392857,1492.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST_1",2.3,1590.74107142857,1590.74107142857,58.34242,11.89534,NA,15.4980339285714,15.4980339285714,2.78406971428571,2.78406971428571,2.3,NA,6.13006160714286,NA,1.70051556803306,NA,21.3913616071429,NA,2.27853571428571,0,2020,0.021738,6.13006160714286,1015.42173035714,1492.54991071429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST_1",2.4,1595.6875,1595.6875,58.34242,11.89534,NA,15.4972,15.4972,2.7863606875,2.7863606875,2.4,NA,6.13621875,NA,1.69932259432745,NA,21.411175,NA,2.377875,0,2020,0.02172275,6.13621875,1015.437525,1492.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
